site,year,month,day,code,comment,,,,,
940011,2017,12,15,D,,,,,,
960642,2017,12,16,A2,,,,,,
02P111,2017,12,18,J1,,,,,,
950248,2017,12,19,J1,,,,,,
02P207,2017,12,19,J1,,,,,,
960701,2017,12,19,D,,,,,,
960703,2017,12,19,D,,,,,,
02P112,2017,12,20,J1,,,,,,
950257,2017,12,20,J1,,,,,,
940056,2017,12,20,J1,,,,,,
950329,2017,12,21,J1,,,,,,
960640,2017,12,21,J1,,,,,,
151210,2017,12,21,J1,,,,,,
950341,2017,12,22,J1,,,,,,
02P118,2017,12,22,J1,,,,,,
940074,2017,12,25,J1,,,,,,
950291,2017,12,25,J1,,,,,,
02P209,2017,12,25,J1,,,,,,
950292,2017,12,25,J1,,,,,,
940063,2017,12,25,J1,,,,,,
041136,2017,12,26,J1,,,,,,
950383,2017,12,26,J1,,,,,,
960670,2017,12,27,J1,,,,,,
02P119,2017,12,27,J1,,,,,,
960652,2018,1,8,D,,,,,,
02P117,2018,1,9,J1,,,,,,
031109,2018,1,9,J1,,,,,,
03P215,2018,1,9,J1,,,,,,
950412,2018,1,9,J2,,,,,,
121193,2018,1,10,J1,,,,,,
031112,2018,1,10,J1,,,,,,
950178,2018,1,10,A2,,,,,,
021014,2018,1,11,A2,,,,,,
950481,2018,1,13,A2,,,,,,
950450,2018,1,15,J1,,,,,,
16P217,2018,1,16,J1,,,,,,
960698,2018,1,16,J1,,,,,,
02P107,2018,1,16,J1,,,,,,
02P210,2018,1,17,J1,,,,,,
950461,2018,1,17,J1,,,,,,
950463,2018,1,17,J1,,,,,,
92106,2018,1,18,J1,,,,,,
960696,2018,1,18,J1,,,,,,
960700,2018,1,18,J1,,,,,,
970813,2018,1,18,J1,,,,,,
101183,2018,1,18,J1,,,,,,
940089,2018,1,19,J1,,,,,,
960628,2018,1,19,J1,,,,,,
950179,2018,1,19,A2,,,,,,
960687,2018,1,19,J1,,,,,,
960706,2018,1,19,J1,,,,,,
990838,2018,1,19,J1,,,,,,
02P114,2018,1,19,J1,,,,,,
950156,2018,1,20,A2,,,,,,
010844,2018,1,20,A2,,,,,,
950207,2018,1,21,A2,,,,,,
950353,2018,1,22,J1,,,,,,
950359,2018,1,22,J1,,,,,,
950270,2018,1,22,J1,,,,,,
960717,2018,1,22,J1,,,,,,
950352,2018,1,22,J1,,,,,,
02P123,2018,1,22,J1,,,,,,
960762,2018,1,23,J1,,,,,,
970836,2018,1,23,J1,,,,,,
950391,2018,1,23,J1,,,,,,
161218,2018,1,23,J1,,,,,,
950397,2018,1,23,J1,,,,,,
950484,2018,1,23,J1,,,,,,
960676,2018,1,24,J1,,,,,,
02P211,2018,1,24,J1,,,,,,
940095,2018,1,24,J1,,,,,,
960768,2018,1,24,J1,,,,,,
950480,2018,1,24,J1,,,,,,
131197,2018,1,25,J1,,,,,,
02P122,2018,1,25,J1,,,,,,
960680,2018,1,25,J1,,,,,,
021080,2018,1,25,J1,,,,,,
041137,2018,1,26,J1,,,,,,
970833,2018,1,26,J1,,,,,,
960761,2018,1,26,J1,,,,,,
031114,2018,1,29,J1,,,,,,
960673,2018,1,29,J1,,,,,,
031116,2018,1,30,J1,,,,,,
03P216,2018,1,30,J1,,,,,,
141208,2018,1,30,J1,,,,,,
950441,2018,1,30,J1,,,,,,
031122,2018,1,30,J1,,,,,,
950444,2018,1,31,J1,,,,,,
031120,2018,1,31,J1,,,,,,
960732,2018,1,31,J1,,,,,,
000843,2018,1,31,A2,,,,,,
031123,2018,1,31,J1,,,,,,
02P120,2018,2,1,J1,,,,,,
960683,2018,2,1,J1,,,,,,
950418,2018,2,2,J1,,,,,,
950431,2018,2,2,J2,,,,,,
02P208,2018,2,5,J1,,,,,,
960725,2018,2,5,J1,,,,,,
93057,2018,2,6,D,,,,,,
031110,2018,2,6,J1,,,,,,
031113,2018,2,6,J1,,,,,,
021012,2018,2,6,J1,,,,,,
960726,2018,2,6,J1,,,,,,
11S070,2018,2,6,J2,,,,,,
11S070,2018,2,6,A2,,,,,,
970780,2018,2,6,A2,,,,,,
03P214,2018,2,7,J1,,,,,,
031107,2018,2,7,J1,,,,,,
940075,2018,2,9,J2,,,,,,
950362,2018,2,9,D,,,,,,
950326,2018,2,11,D,,,,,,
021055,2018,2,13,J2,,,,,,
021055,2018,2,13,A2,,,,,,
960603,2018,2,14,J1,,,,,,
02P103,2018,2,14,J1,,,,,,
021041,2018,2,14,J2,,,,,,
02P120,2018,2,14,A2,,,,,,
950398,2018,2,14,A2,,,,,,
950138,2018,2,19,J2,,,,,,
950121,2018,2,20,A2,,,,,,
021027,2018,2,20,D,,,,,,
020861,2018,2,21,A2,,,,,,
021027,2018,2,21,D,,,,,,
970813,2018,2,21,D,,,,,,
950252,2018,2,21,J1,,,,,,
950179,2018,2,22,D,,,,,,
940055,2018,2,23,A2,,,,,,
020977,2018,2,24,J2,,,,,,
020860,2018,2,27,J1,,,,,,
970779,2018,2,28,J1,,,,,,
960513,2018,2,28,D,,,,,,
950124,2018,3,1,D,,,,,,
950419,2018,3,2,J1,,,,,,
020861,2018,3,5,J2,,,,,,
020861,2018,3,5,A2,,,,,,
960597,2018,3,15,D,,,,,,
93016,2018,3,19,J2,,,,,,
04S048,2018,3,20,D,,,,,,
021049,2018,3,27,J2,,,,,,
950152,2018,3,27,A2,,,,,,
970822,2018,3,27,D,,,,,,
950296,2018,3,29,A2,,,,,,
950422,2018,4,2,A2,,,,,,
950422,2018,4,2,J2,,,,,,
071163,2018,4,6,A2,,,,,,
071163,2018,4,6,J2,,,,,,
020904,2018,4,9,J2,,,,,,
960607,2018,4,11,A2,,,,,,
020969,2018,4,26,J2,,,,,,
960761,2018,4,26,J2,,,,,,
020956,2018,4,27,A2,,,,,,
950116,2018,5,8,J2,,,,,,
93067,2018,5,10,A2,,,,,,
020952,2018,5,18,J2,,,,,,
950116,2018,5,30,J2,,,,,,
010845,2018,6,4,J2,,,,,,
079074,2018,6,6,C4,,,,,,
960772,2018,6,15,J2,,,,,,
960600,2018,7,3,J2,,,,,,
93031,2018,7,4,J2,,,,,,
960733,2018,7,5,D,,,,,,
960731,2018,7,7,D,,,,,,
950179,2018,7,10,J2,,,,,,
970809,2018,7,17,J2,,,,,,
960743,2018,7,17,D,,,,,,
021099,2018,7,18,J2,,,,,,
960742,2018,7,18,D,,,,,,
93024,2018,7,19,A2,,,,,,
020939,2018,7,25,J2,,,,,,
960747,2018,7,27,D,,,,,,
93044,2018,7,30,A2,,,,,,
960587,2018,7,31,D,,,,,,
960592,2018,8,2,D,,,,,,
031112,2018,8,3,D,,,,,,
950227,2018,8,6,J2,,,,,,
021069,2018,8,8,J2,,,,,,
95105,2018,8,10,D,,,,,,
960678,2018,8,17,J2,,,,,,
111190,2018,8,20,J2,,,,,,
950449,2018,8,20,J2,,,,,,
021100,2018,8,22,J2,,,,,,
960678,2018,8,24,A2,,,,,,
950453,2018,8,27,J2,,,,,,
14P125,2018,8,27,A1,,,,,,
93059,2018,8,29,C4,,,,,,
950273,2018,8,31,J2,,,,,,
950189,2018,9,3,A2,,,,,,
151211,2018,9,4,J2,,,,,,
960649,2018,9,12,D,,,,,,
940098,2018,9,13,A2,,,,,,
940098,2018,9,13,J2,,,,,,
950132,2018,9,21,D,,,,,,
071156,2018,9,27,A2,,,,,,
950139,2018,10,1,D,,,,,,
021100,2018,10,3,A2,,,,,,
021100,2018,10,3,J2,,,,,,
960523,2018,10,3,D,,,,,,
041138,2018,10,5,A2,,,,,,
950304,2018,10,8,A2,,,,,,
960522,2018,10,9,D,,,,,,
970810,2018,10,15,A2,,,,,,
051147,2018,10,15,J2,,,,,,
970810,2018,10,15,J2,,,,,,
950263,2018,10,22,A2,,,,,,
960539,2018,10,24,D,,,,,,
020921,2018,10,25,D,,,,,,
021098,2018,10,26,J2,,,,,,
940024,2018,10,30,D,,,,,,
950196,2018,11,4,D,,,,,,
960741,2018,11,5,J2,,,,,,
950296,2018,11,6,J2,,,,,,
950296,2018,11,6,A2,,,,,,
93006,2018,11,9,J1,,,,,,
93012,2018,11,9,J1,,,,,,
93092,2018,11,10,D,,,,,,
93011,2018,11,12,J1,,,,,,
93001,2018,11,13,J1,,,,,,
00R019,2018,11,13,A2,,,,,,
940045,2018,11,13,J1,,,,,,
940033,2018,11,13,A2,,,,,,
020956,2018,11,13,J1,,,,,,
141206,2018,11,14,J1,,,,,,
960599,2018,11,14,J1,,,,,,
960588,2018,11,14,J1,,,,,,
960540,2018,11,14,D,,,,,,
020979,2018,11,14,J1,,,,,,
960758,2018,11,14,J1,,,,,,
020965,2018,11,15,J2,,,,,,
171223,2018,11,15,J2,,,,,,
960585,2018,11,15,J2,,,,,,
960563,2018,11,15,J1,,,,,,
000841,2018,11,15,J1,,,,,,
93038,2018,11,15,J2,,,,,,
960626,2018,11,16,J1,,,,,,
950296,2018,11,16,J1,,,,,,
950209,2018,11,16,J1,,,,,,
010845,2018,11,16,J1,,,,,,
970820,2018,11,16,J1,,,,,,
05S049,2018,11,17,D,,,,,,
00R019,2018,11,19,J1,,,,,,
960521,2018,11,19,J1,,,,,,
99R006,2018,11,19,J1,,,,,,
99R004,2018,11,19,J1,,,,,,
940002,2018,11,19,A2,,,,,,
970787,2018,11,20,J1,,,,,,
950266,2018,11,20,J1,,,,,,
03S046,2018,11,20,J1,,,,,,
00R015,2018,11,20,J1,,,,,,
970793,2018,11,20,J1,,,,,,
03S047,2018,11,21,J1,,,,,,
950265,2018,11,21,J1,,,,,,
940013,2018,11,21,J1,,,,,,
020970,2018,11,21,J1,,,,,,
960617,2018,11,22,J1,,,,,,
950120,2018,11,22,J1,,,,,,
020976,2018,11,22,J1,,,,,,
020948,2018,11,26,D,,,,,,
020907,2018,11,26,J1,,,,,,
171219,2018,11,26,J1,,,,,,
020905,2018,11,27,J1,,,,,,
970794,2018,11,27,J1,,,,,,
020903,2018,11,27,J1,,,,,,
950140,2018,11,27,J1,,,,,,
020904,2018,11,27,J1,,,,,,
020909,2018,11,28,J1,,,,,,
960534,2018,11,28,J1,,,,,,
950167,2018,11,28,J1,,,,,,
940026,2018,11,28,J1,,,,,,
020910,2018,11,28,J1,,,,,,
960552,2018,11,29,J1,,,,,,
020912,2018,11,29,J1,,,,,,
970796,2018,11,29,J1,,,,,,
950185,2018,11,29,J1,,,,,,
950173,2018,11,29,J1,,,,,,
940031,2018,11,29,J1,,,,,,
020914,2018,11,30,J1,,,,,,
950196,2018,11,30,J1,,,,,,
020915,2018,11,30,J1,,,,,,
020929,2018,11,30,J1,,,,,,
950175,2018,11,30,J1,,,,,,
020914,2018,11,30,J1,,,,,,
020915,2018,11,30,J1,,,,,,
020929,2018,11,30,J1,,,,,,
950175,2018,11,30,J1,,,,,,
950196,2018,11,30,J1,,,,,,
111185,2018,12,3,J1,,,,,,
020916,2018,12,3,J1,,,,,,
940067,2018,12,3,J1,,,,,,
131195,2018,12,3,J1,,,,,,
021007,2018,12,3,J1,,,,,,
020920,2018,12,4,J1,,,,,,
960647,2018,12,4,J1,,,,,,
021001,2018,12,4,J1,,,,,,
950179,2018,12,4,J1,,,,,,
11S070,2018,12,4,J1,,,,,,
021003,2018,12,4,J1,,,,,,
020922,2018,12,5,A2,,,,,,
091180,2018,12,5,J1,,,,,,
960560,2018,12,5,J1,,,,,,
950389,2018,12,5,J1,,,,,,
950242,2018,12,5,J1,,,,,,
950380,2018,12,5,J1,,,,,,
950394,2018,12,6,J1,,,,,,
940052,2018,12,6,J1,,,,,,
020973,2018,12,6,J1,,,,,,
020968,2018,12,6,J2,,,,,,
950398,2018,12,6,J1,,,,,,
940077,2018,12,6,J1,,,,,,
950319,2018,12,7,J1,,,,,,
020978,2018,12,7,J1,,,,,,
960638,2018,12,7,J1,,,,,,
950387,2018,12,7,J1,,,,,,
950399,2018,12,7,J1,,,,,,
061148,2018,12,10,J1,,,,,,
021010,2018,12,10,J1,,,,,,
950428,2018,12,10,J1,,,,,,
129082,2018,12,11,Q,,,,,,
950376,2018,12,11,J1,,,,,,
970829,2018,12,11,J1,,,,,,
940066,2018,12,11,J1,,,,,,
141207,2018,12,11,J1,,,,,,
141205,2018,12,11,J1,,,,,,
950369,2018,12,12,J1,,,,,,
940083,2018,12,12,J1,,,,,,
960650,2018,12,12,J1,,,,,,
960738,2018,12,13,J1,,,,,,
021096,2018,12,13,J1,,,,,,
950305,2018,12,14,J1,,,,,,
02S043,2018,12,14,J1,,,,,,
960677,2018,12,14,J1,,,,,,
960672,2018,12,17,J1,,,,,,
950483,2018,12,17,J1,,,,,,
950411,2018,12,17,J1,,,,,,
069072,2018,12,17,E,,,,,,
960697,2018,12,18,J1,,,,,,
960770,2018,12,18,J1,,,,,,
149085,2018,12,18,J1,,,,,,
021090,2018,12,18,J1,,,,,,
149084,2018,12,18,J1,,,,,,
950485,2018,12,18,J1,,,,,,
950481,2018,12,18,J1,,,,,,
970835,2018,12,19,J1,,,,,,
960701,2018,12,19,J1,,,,,,
950490,2018,12,19,J1,,,,,,
950477,2018,12,19,J1,,,,,,
950453,2018,12,19,J1,,,,,,
950220,2018,12,20,A2,,,,,,
940090,2018,12,20,J1,,,,,,
950472,2018,12,20,J1,,,,,,
04S048,2018,12,21,J1,,,,,,
03S045,2018,12,21,J1,,,,,,
93099,2018,12,21,J1,,,,,,
960555,2018,12,21,D,,,,,,
950470,2018,12,21,J1,,,,,,
020878,2018,12,26,A2,,,,,,
020994,2018,12,27,J1,,,,,,
020884,2018,12,27,J2,,,,,,
940098,2019,1,7,J2,,,,,,
020878,2019,1,8,J2,,,,,,
020908,2019,1,8,A2,,,,,,
020853,2019,1,9,A2,,,,,,
960511,2019,1,9,A2,,,,,,
970817,2019,1,9,A2,,,,,,
020878,2019,1,16,A2,,,,,,
940058,2019,1,16,A2,,,,,,
950424,2019,1,16,J1,,,,,,
970811,2019,1,16,A2,,,,,,
970811,2019,1,16,J2,,,,,,
950468,2019,1,18,J2,,,,,,
950468,2019,1,18,A2,,,,,,
950275,2019,1,19,A2,,,,,,
93089,2019,1,24,D,,,,,,
950201,2019,1,24,J1,,,,,,
019055,2019,1,25,D,,,,,,
93081,2019,1,25,D,,,,,,
020968,2019,1,28,J2,,,,,,
021004,2019,1,28,J1,,,,,,
950227,2019,1,28,J1,,,,,,
950354,2019,1,28,J1,,,,,,
020987,2019,1,29,J1,,,,,,
950396,2019,1,29,J1,,,,,,
020971,2019,1,30,J1,,,,,,
950241,2019,1,30,J1,,,,,,
970828,2019,1,30,J1,,,,,,
960564,2019,1,31,J1,,,,,,
960684,2019,1,31,J1,,,,,,
940040,2019,2,1,J1,,,,,,
950363,2019,2,1,J1,,,,,,
940038,2019,2,1,J1,,,,,,
950416,2019,2,1,J1,,,,,,
950139,2019,2,4,J1,,,,,,
940076,2019,2,4,J1,,,,,,
950401,2019,2,4,J1,,,,,,
021024,2019,2,4,J1,,,,,,
950143,2019,2,4,J1,,,,,,
950142,2019,2,5,J1,,,,,,
950414,2019,2,5,J1,,,,,,
950408,2019,2,5,J1,,,,,,
950413,2019,2,5,J1,,,,,,
020901,2019,2,5,A2,,,,,,
021018,2019,2,5,A2,,,,,,
03S047,2019,2,6,J2,,,,,,
950138,2019,2,6,J1,,,,,,
960668,2019,2,6,A2,,,,,,
950464,2019,2,7,J1,,,,,,
960514,2019,2,7,J1,,,,,,
970791,2019,2,7,J1,,,,,,
950459,2019,2,7,J1,,,,,,
950468,2019,2,8,J1,,,,,,
020959,2019,2,8,J1,,,,,,
970787,2019,2,8,J2,,,,,,
960702,2019,2,8,J1,,,,,,
960509,2019,2,8,J1,,,,,,
940037,2019,2,12,J1,,,,,,
970782,2019,2,12,J1,,,,,,
960506,2019,2,12,J1,,,,,,
970797,2019,2,12,J1,,,,,,
950210,2019,2,13,A2,,,,,,
960550,2019,2,13,J1,,,,,,
970780,2019,2,13,J1,,,,,,
020918,2019,2,13,J1,,,,,,
950101,2019,2,13,J1,,,,,,
020917,2019,2,13,J1,,,,,,
960502,2019,2,13,A2,,,,,,
960503,2019,2,14,J1,,,,,,
051145,2019,2,14,J1,,,,,,
960505,2019,2,14,J1,,,,,,
020911,2019,2,14,J1,,,,,,
950171,2019,2,14,J1,,,,,,
111184,2019,2,15,J1,,,,,,
021054,2019,2,15,J2,,,,,,
950115,2019,2,15,J1,,,,,,
970784,2019,2,15,J1,,,,,,
950166,2019,2,15,J1,,,,,,
950112,2019,2,18,J1,,,,,,
020901,2019,2,18,J1,,,,,,
950121,2019,2,19,J1,,,,,,
970788,2019,2,19,J1,,,,,,
970798,2019,2,19,J1,,,,,,
950159,2019,2,19,J1,,,,,,
950119,2019,2,20,J1,,,,,,
950125,2019,2,20,J1,,,,,,
020908,2019,2,20,J1,,,,,,
950163,2019,2,20,J1,,,,,,
141204,2019,2,21,J1,,,,,,
950427,2019,2,21,J1,,,,,,
950122,2019,2,21,J1,,,,,,
950193,2019,2,21,J1,,,,,,
020913,2019,2,22,J1,,,,,,
950491,2019,2,25,J1,,,,,,
960709,2019,2,26,J1,,,,,,
960713,2019,2,26,J1,,,,,,
940079,2019,2,27,J1,,,,,,
940087,2019,2,27,J1,,,,,,
950455,2019,2,27,J1,,,,,,
960605,2019,2,28,J2,,,,,,
950435,2019,3,8,J1,,,,,,
950133,2019,3,8,J1,,,,,,
960750,2019,3,11,J2,,,,,,
020928,2019,3,19,D,,,,,,
960725,2019,3,21,J2,,,,,,
020901,2019,3,25,J2,,,,,,
020893,2019,3,26,A2,,,,,,
02P123,2019,3,26,J2,,,,,,
02P123,2019,3,26,A2,,,,,,
960590,2019,3,26,J2,,,,,,
960590,2019,3,26,A2,,,,,,
051147,2019,3,27,J2,,,,,,
93046,2019,3,27,D,,,,,,
051147,2019,3,27,A2,,,,,,
970803,2019,3,29,J2,,,,,,
061149,2019,4,4,J2,,,,,,
101183,2019,4,12,A2,,,,,,
020901,2019,4,16,A2,,,,,,
950225,2019,4,18,J2,,,,,,
950440,2019,4,19,J2,,,,,,
93064,2019,4,19,A2,,,,,,
020863,2019,4,23,A2,,,,,,
950286,2019,4,25,J2,,,,,,
93004,2019,5,9,J2,,,,,,
950214,2019,5,9,J2,,,,,,
950487,2019,5,13,A2,,,,,,
950214,2019,5,27,A2,,,,,,
020976,2019,6,6,D,,,,,,
960584,2019,6,19,D,,,,,,
960774,2019,6,26,J2,,,,,,
940095,2019,7,5,J2,,,,,,
970827,2019,7,5,J2,,,,,,
950441,2019,7,9,A1,,,,,,
950441,2019,7,11,A1,,,,,,
950424,2019,7,11,A2,,,,,,
940046,2019,7,18,J2,,,,,,
940046,2019,7,18,A2,,,,,,
03S046,2019,7,18,D,,,,,,
960591,2019,7,25,D,,,,,,
950146,2019,7,31,D,,,,,,
950137,2019,8,21,D,,,,,,
061150,2019,8,21,D,,,,,,
020888,2019,8,29,D,,,,,,
950367,2019,8,30,A2,,,,,,
950143,2019,9,2,D,,,,,,
950181,2019,9,3,J2,,,,,,
059071,2019,9,4,D,,,,,,
960732,2019,9,5,J2,,,,,,
93035,2019,9,11,J2,,,,,,
93013,2019,9,18,J1,,,,,,
93003,2019,9,18,J1,,,,,,
950224,2019,9,19,J1,,,,,,
93007,2019,9,19,J1,,,,,,
93014,2019,9,19,J1,,,,,,
93026,2019,9,20,J1,,,,,,
950222,2019,9,20,J1,,,,,,
93035,2019,9,20,J1,,,,,,
93066,2019,9,20,J1,,,,,,
950223,2019,9,20,J1,,,,,,
020955,2019,9,20,J1,,,,,,
020877,2019,9,24,J1,,,,,,
020882,2019,9,24,J1,,,,,,
059071,2019,9,24,J2,,,,,,
940003,2019,9,25,J1,,,,,,
020888,2019,9,25,J1,,,,,,
940008,2019,9,25,J1,,,,,,
020875,2019,9,25,J1,,,,,,
020872,2019,9,25,J1,,,,,,
020884,2019,9,25,J1,,,,,,
940020,2019,9,25,D,,,,,,
940022,2019,9,26,J1,,,,,,
960530,2019,9,26,J1,,,,,,
02P103,2019,9,26,A2,,,,,,
950106,2019,9,26,J1,,,,,,
950146,2019,9,26,J1,,,,,,
020856,2019,9,27,J1,,,,,,
960502,2019,9,27,J1,,,,,,
960525,2019,9,27,J1,,,,,,
021089,2019,9,30,J1,,,,,,
020891,2019,9,30,J1,,,,,,
020886,2019,10,1,J1,,,,,,
960518,2019,10,1,J1,,,,,,
020889,2019,10,1,J1,,,,,,
020869,2019,10,2,J1,,,,,,
960531,2019,10,2,J1,,,,,,
960512,2019,10,2,J1,,,,,,
171221,2019,10,2,J1,,,,,,
960681,2019,10,2,D,,,,,,
021093,2019,10,3,J1,,,,,,
020866,2019,10,3,J1,,,,,,
940004,2019,10,3,J1,,,,,,
940098,2019,10,3,J1,,,,,,
950108,2019,10,3,J1,,,,,,
031127,2019,10,3,J2,,,,,,
960504,2019,10,4,J1,,,,,,
950482,2019,10,4,J1,,,,,,
960714,2019,10,4,J1,,,,,,
960749,2019,10,7,J1,,,,,,
960750,2019,10,8,J1,,,,,,
151211,2019,10,8,J1,,,,,,
940058,2019,10,9,J1,,,,,,
950500,2019,10,9,J1,,,,,,
091178,2019,10,9,J2,,,,,,
950282,2019,10,9,J1,,,,,,
020988,2019,10,10,J1,,,,,,
021099,2019,10,10,J1,,,,,,
970811,2019,10,10,J1,,,,,,
960751,2019,10,10,J1,,,,,,
020992,2019,10,10,J1,,,,,,
960616,2019,10,11,J1,,,,,,
041138,2019,10,11,A1,,,,,,
940061,2019,10,11,J1,,,,,,
021094,2019,10,11,J1,,,,,,
940032,2019,10,15,J1,,,,,,
950219,2019,10,15,J1,,,,,,
950215,2019,10,15,J1,,,,,,
950214,2019,10,16,J1,,,,,,
020948,2019,10,16,J1,,,,,,
950217,2019,10,16,J1,,,,,,
950194,2019,10,16,J1,,,,,,
059071,2019,10,16,J1,,,,,,
020952,2019,10,17,J1,,,,,,
940049,2019,10,17,J1,,,,,,
940044,2019,10,17,J1,,,,,,
950231,2019,10,17,J1,,,,,,
020949,2019,10,17,J1,,,,,,
020982,2019,10,18,J1,,,,,,
940050,2019,10,18,J1,,,,,,
020962,2019,10,18,J1,,,,,,
950236,2019,10,18,J1,,,,,,
960583,2019,10,18,D,,,,,,
020876,2019,10,21,A2,,,,,,
950309,2019,10,21,J1,,,,,,
950300,2019,10,21,J1,,,,,,
960632,2019,10,21,J1,,,,,,
950307,2019,10,21,J1,,,,,,
960630,2019,10,21,J1,,,,,,
940046,2019,10,23,J1,,,,,,
93043,2019,10,23,J1,,,,,,
960609,2019,10,23,J1,,,,,,
93049,2019,10,24,J1,,,,,,
960620,2019,10,24,J1,,,,,,
020985,2019,10,24,J1,,,,,,
020957,2019,10,24,J1,,,,,,
950269,2019,10,24,J1,,,,,,
019049,2019,10,24,J1,,,,,,
950221,2019,10,25,J1,,,,,,
960528,2019,10,27,D,,,,,,
020896,2019,10,28,J1,,,,,,
960746,2019,10,28,J1,,,,,,
010844,2019,10,29,J1,,,,,,
960740,2019,10,29,J1,,,,,,
020898,2019,10,29,J1,,,,,,
020899,2019,10,29,J1,,,,,,
020923,2019,10,30,J1,,,,,,
020921,2019,10,30,J1,,,,,,
960744,2019,10,30,J1,,,,,,
091174,2019,10,30,J1,,,,,,
131196,2019,10,31,J1,,,,,,
960736,2019,10,31,J1,,,,,,
020924,2019,10,31,J1,,,,,,
059071,2019,10,31,D,,,,,,
020928,2019,11,1,J1,,,,,,
970807,2019,11,5,J1,,,,,,
950343,2019,11,5,J1,,,,,,
950332,2019,11,5,J1,,,,,,
970810,2019,11,5,J1,,,,,,
021002,2019,11,5,J1,,,,,,
940018,2019,11,5,D,,,,,,
020967,2019,11,6,J1,,,,,,
960576,2019,11,6,J1,,,,,,
950346,2019,11,6,J1,,,,,,
020966,2019,11,6,J1,,,,,,
021017,2019,11,6,J1,,,,,,
940012,2019,11,6,J2,,,,,,
950345,2019,11,6,J1,,,,,,
021015,2019,11,7,J1,,,,,,
960656,2019,11,7,J1,,,,,,
940054,2019,11,7,J1,,,,,,
021082,2019,11,7,A2,,,,,,
940053,2019,11,7,J1,,,,,,
940055,2019,11,7,J1,,,,,,
021016,2019,11,7,J1,,,,,,
021027,2019,11,8,J1,,,,,,
021006,2019,11,8,J1,,,,,,
950140,2019,11,8,D,,,,,,
960639,2019,11,8,J1,,,,,,
021026,2019,11,8,J1,,,,,,
950259,2019,11,8,J1,,,,,,
021038,2019,11,11,J1,,,,,,
950286,2019,11,11,J2,,,,,,
021040,2019,11,11,J1,,,,,,
940096,2019,11,11,J1,,,,,,
960668,2019,11,12,J1,,,,,,
960729,2019,11,12,J1,,,,,,
021025,2019,11,13,J1,,,,,,
960549,2019,11,13,D,,,,,,
960602,2019,11,13,A2,,,,,,
021022,2019,11,13,J1,,,,,,
950388,2019,11,13,J1,,,,,,
950479,2019,11,14,J1,,,,,,
061151,2019,11,14,J1,,,,,,
950400,2019,11,14,J1,,,,,,
021021,2019,11,14,J1,,,,,,
021076,2019,11,14,J1,,,,,,
960767,2019,11,15,J1,,,,,,
021036,2019,11,15,J1,,,,,,
950309,2019,11,15,D,,,,,,
020928,2019,11,18,D,,,,,,
950278,2019,11,18,J1,,,,,,
950273,2019,11,18,J1,,,,,,
93091,2019,11,19,J1,,,,,,
990840,2019,11,19,J1,,,,,,
93089,2019,11,19,J1,,,,,,
960625,2019,11,19,J1,,,,,,
93098,2019,11,19,J1,,,,,,
021002,2019,11,19,D,,,,,,
950277,2019,11,19,J1,,,,,,
93074,2019,11,20,J1,,,,,,
93079,2019,11,20,J1,,,,,,
93048,2019,11,21,J1,,,,,,
93046,2019,11,21,J1,,,,,,
93072,2019,11,21,J1,,,,,,
93086,2019,11,22,J1,,,,,,
950202,2019,11,22,D,,,,,,
021061,2019,11,25,J1,,,,,,
950434,2019,11,25,J1,,,,,,
940086,2019,11,25,J1,,,,,,
950449,2019,11,26,J1,,,,,,
940085,2019,11,26,J1,,,,,,
960693,2019,11,26,J1,,,,,,
960681,2019,11,26,J1,,,,,,
970832,2019,11,26,J1,,,,,,
950467,2019,11,26,J1,,,,,,
021071,2019,11,27,J1,,,,,,
950448,2019,11,27,J1,,,,,,
021075,2019,11,27,J1,,,,,,
950191,2019,11,27,D,,,,,,
021054,2019,11,27,J1,,,,,,
031124,2019,11,27,J1,,,,,,
071152,2019,11,28,J1,,,,,,
950476,2019,11,28,J1,,,,,,
950474,2019,11,28,J1,,,,,,
950445,2019,11,28,J1,,,,,,
021051,2019,11,28,J1,,,,,,
960703,2019,11,28,J1,,,,,,
950439,2019,11,29,J1,,,,,,
950452,2019,11,29,J1,,,,,,
940053,2019,11,30,D,,,,,,
93076,2019,12,1,J1,,,,,,
960766,2019,12,2,J1,,,,,,
950425,2019,12,3,J1,,,,,,
960699,2019,12,3,J2,,,,,,
021044,2019,12,3,J1,,,,,,
021029,2019,12,3,J1,,,,,,
950422,2019,12,4,J1,,,,,,
970827,2019,12,4,J1,,,,,,
940082,2019,12,5,J1,,,,,,
061149,2019,12,6,J1,,,,,,
020999,2019,12,6,J1,,,,,,
950310,2019,12,6,J1,,,,,,
960777,2019,12,9,J2,,,,,,
960764,2019,12,9,J1,,,,,,
950334,2019,12,9,J1,,,,,,
141203,2019,12,10,J1,,,,,,
111188,2019,12,10,J1,,,,,,
950166,2019,12,10,A2,,,,,,
950372,2019,12,11,J1,,,,,,
071154,2019,12,11,J1,,,,,,
021052,2019,12,12,A2,,,,,,
93039,2019,12,12,A2,,,,,,
021082,2019,12,12,J2,,,,,,
020940,2019,12,17,D,,,,,,
950210,2019,12,21,D,,,,,,
020939,2019,12,22,D,,,,,,
960660,2019,12,25,J2,,,,,,
950212,2019,12,25,D,,,,,,
960601,2019,12,26,J1,,,,,,
93067,2020,1,16,J1,,,,,,
960767,2020,1,17,A2,,,,,,
950146,2020,1,20,J2,,,,,,
